iter	Passed	Remaining
407	6177	8963
408	6192	8947
409	6207	8932
410	6222	8917
411	6236	8901
412	6251	8885
413	6266	8870
414	6283	8857
415	6299	8843
416	6315	8829
417	6331	8815
418	6347	8801
419	6363	8787
420	6379	8774
421	6397	8762
422	6412	8747
423	6427	8732
424	6442	8715
425	6457	8700
426	6471	8683
427	6486	8669
428	6501	8652
429	6515	8637
430	6530	8622
431	6544	8605
432	6559	8588
433	6574	8574
434	6589	8559
435	6607	8546
436	6623	8532
437	6638	8518
438	6655	8504
439	6670	8490
440	6684	8473
441	6695	8452
442	6706	8432
443	6722	8417
444	6738	8403
445	6754	8389
446	6768	8374
447	6783	8358
448	6798	8342
449	6813	8327
450	6828	8312
451	6843	8296
452	6857	8279
453	6871	8264
454	6886	8248
455	6901	8232
456	6915	8217
457	6931	8202
458	6948	8189
459	6965	8176
460	6982	8163
461	6998	8149
462	7015	8136
463	7032	8123
464	7048	8109
465	7064	8094
466	7080	8080
467	7094	8064
468	7107	8047
469	7122	8031
470	7136	8015
471	7147	7995
472	7156	7973
473	7164	7950
474	7199	7957
475	7225	7954
476	7247	7946
477	7269	7939
478	7293	7932
479	7314	7924
480	7337	7917
481	7360	7910
482	7384	7904
483	7401	7890
484	7418	7876
485	7434	7862
486	7450	7848
487	7466	7833
488	7482	7819
489	7498	7804
490	7515	7790
491	7530	7775
492	7545	7759
493	7560	7743
494	7574	7727
495	7589	7712
496	7604	7695
497	7617	7678
498	7631	7662
499	7644	7644
500	7658	7628
501	7673	7611
502	7686	7594
503	7700	7578
504	7716	7563
505	7730	7547
506	7745	7531
507	7760	7515
508	7774	7499
509	7788	7483
510	7802	7466
511	7817	7451
512	7832	7435
513	7847	7420
514	7861	7403
515	7877	7388
516	7892	7373
517	7903	7354
518	7914	7334
519	7929	7319
520	7943	7303
521	7959	7288
522	7975	7274
523	7992	7259
524	8008	7245
525	8023	7230
526	8037	7214
527	8051	7197
528	8065	7181
529	8080	7165
530	8094	7149
531	8108	7133
532	8124	7118
533	8139	7102
534	8154	7087
535	8168	7071
536	8178	7051
537	8187	7030
538	8195	7009
539	8209	6992
540	8224	6978
541	8239	6962
542	8255	6947
543	8271	6933
544	8283	6915
545	8297	6899
546	8311	6883
547	8327	6868
548	8341	6852
549	8356	6836
550	8371	6821
551	8388	6807
552	8403	6792
553	8419	6778
554	8435	6763
555	8451	6748
556	8465	6733
557	8482	6719
558	8498	6704
559	8513	6689
560	8530	6675
561	8543	6658
562	8559	6643
563	8568	6624
564	8578	6604
565	8591	6587
566	8605	6572
567	8619	6555
568	8634	6540
569	8648	6524
570	8662	6508
571	8676	6492
572	8692	6477
573	8708	6463
574	8724	6448
575	8741	6434
576	8756	6419
577	8766	6400
578	8781	6385
579	8799	6371
580	8814	6356
581	8825	6338
582	8834	6318
583	8848	6302
584	8865	6288
585	8879	6273
586	8892	6256
587	8900	6236
588	8911	6218
589	8926	6202
590	8941	6187
591	8956	6172
592	8972	6158
593	8986	6142
594	8996	6123
595	9008	6106
596	9023	6091
597	9039	6076
598	9055	6062
599	9071	6047
600	9087	6033
601	9103	6018
602	9118	6003
603	9133	5988
604	9148	5972
605	9159	5954
606	9168	5935
607	9177	5917
608	9190	5900
609	9205	5885
610	9222	5871
611	9238	5856
612	9253	5841
613	9269	5827
614	9279	5809
615	9295	5794
616	9312	5780
617	9328	5766
618	9344	5751
619	9359	5736
620	9374	5721
621	9387	5704
622	9396	5686
623	9405	5667
624	9417	5650
625	9431	5634
626	9445	5619
627	9461	5604
628	9477	5590
629	9493	5575
630	9509	5561
631	9525	5546
632	9538	5530
633	9548	5512
634	9562	5496
635	9574	5479
636	9591	5465
637	9607	5451
638	9622	5436
639	9637	5420
640	9651	5405
641	9664	5388
642	9679	5373
643	9694	5358
644	9707	5342
645	9721	5327
646	9735	5311
647	9749	5296
648	9764	5281
649	9781	5267
650	9796	5251
651	9812	5237
652	9829	5223
653	9844	5208
654	9860	5193
655	9893	5188
656	9907	5172
657	9920	5156
658	9937	5142
659	9960	5131
660	9976	5116
661	9992	5101
662	10008	5087
663	10024	5072
664	10030	5053
665	10041	5035
666	10055	5020
667	10069	5004
668	10083	4989
669	10097	4973
670	10111	4957
671	10124	4941
672	10139	4926
673	10153	4911
674	10167	4895
675	10182	4880
676	10196	4864
677	10206	4847
678	10218	4830
679	10232	4815
680	10247	4800
681	10262	4785
682	10275	4769
683	10290	4754
684	10305	4738
685	10319	4723
686	10334	4708
687	10348	4693
688	10363	4677
689	10378	4662
690	10393	4647
691	10408	4632
692	10423	4617
693	10437	4602
694	10452	4586
695	10467	4572
696	10482	4557
697	10497	4542
698	10512	4526
699	10527	4511
700	10541	4496
701	10556	4481
702	10570	4465
703	10585	4450
704	10606	4438
705	10624	4424
706	10641	4410
707	10655	4394
708	10672	4380
709	10687	4365
710	10701	4349
711	10712	4333
712	10727	4318
713	10742	4302
714	10761	4289
715	10774	4273
716	10788	4258
717	10802	4242
718	10816	4227
719	10831	4212
720	10847	4197
721	10858	4181
722	10867	4163
723	10876	4146
724	10884	4128
725	10892	4110
726	10900	4093
